CASRN	DOM_MFG_LB	IMPORTED_LB	VOLUME_EXPORTED
68478-32-0	610081738	0	0
68442-12-6	274903	0	0
12055-09-3	0	63694	0
99-82-1	0	0	0
97-74-5	0	161054	1694
19223-55-3	0	0	0
4702-90-3	0	13472	321
98-49-7	0	0	0
2673-22-5	299129	0	0
68477-79-2	4989516	0	0
67784-80-9	811391403	0	103403240
29736-24-1	0	37561	0
68611-20-1	238136	0	19731
3047-33-4	0	0	0
25214-70-4	0	0	0
66085-00-5	567827	0	56783
129813-59-8	32431854	0	13900015
91-22-5	0	0	4536
163702-05-4	0	0	0
81-33-4	236284	0	5389
5165-97-9	2893919	0	11793
68412-63-5	0	0	0
220863-07-0	0	0	0
701-64-4	59874	0	12247
25068-38-6	141974	440618	4536
68477-71-4	268021734	0	0
1317-34-6	0	0	0
71010-75-8	0	0	0
75476-99-2	0	0	0
1185-55-3	0	0	0
4424-87-7	0	0	0
13827-02-6	0	0	0
9000-11-7	0	738537	0
8030-78-2	85736	0	11632
10381-36-9	484185	0	0
4420-74-0	92189	54357	41618
10043-11-5	0	0	0
16260-09-6	102965	30000	5443
105-56-6	0	201177	0
92062-09-4	0	2981091	0
120-40-1	48837	0	0
68140-16-9	21521	0	0
108-89-4	0	0	0
174333-80-3	3391526	0	0
66576-71-4	0	0	0
10034-77-2	8586862296	332548852	168677052
123-76-2	0	0	0
3026-81-1	20962	0	0
68815-50-9	38918	0	14878
17095-24-8	0	0	0
79-39-0	0	0	0
124343-14-2	0	0	0
13820-53-6	14250	0	0
234446-82-3	0	0	0
91-08-7	0	0	0
13434-24-7	0	0	0
68439-46-3	70838	470163	55507
92-15-9	0	0	0
24650-42-8	0	19160	0
72676-55-2	0	75978	0
65997-13-9	0	0	0
61790-16-7	0	0	0
68333-29-9	141786482	0	0
147900-93-4	0	0	0
68442-99-9	62188	0	54
6000-44-8	967923	16783	0
93777-98-1	0	0	0
87061-04-9	0	13876	0
68478-12-6	345185608	54712963	11241380
28063-87-8	0	210286	0
579-66-8	0	0	0
75864-23-2	0	0	0
71807-60-8	0	0	0
97-36-9	0	153353	0
68584-24-7	0	0	123381
141-19-5	15991	0	0
934-80-5	0	0	0
591-27-5	0	0	0
8007-18-9	0	331742	10433
4193-55-9	0	196088	0
123-35-3	0	0	0
77-79-2	0	0	0
18835-34-2	0	0	0
120313-48-6	0	0	0
1675-54-3	0	0	0
13093-17-9	0	0	0
26140-60-3	0	0	0
2680-03-7	0	0	0
123-00-2	0	0	0
101-50-8	0	30421	0
64051-50-9	305370	0	0
15874-48-3	0	0	0
27859-58-1	142428	0	1814
29126-51-0	0	0	0
11128-29-3	0	0	0
9004-36-8	0	11811	89
68551-12-2	0	12029	0
6938-94-9	27597	0	0
145804-94-0	0	0	0
77-71-4	0	0	0
68650-39-5	0	0	0
3121-61-7	0	476185	0
151661-99-3	0	0	0
12032-30-3	0	0	0
15520-10-2	0	0	8573
2053-21-6	22598	0	0
646-25-3	0	0	0
13769-43-2	0	125999	15744
68425-34-3	0	0	0
106-46-7	0	0	0
101162-60-1	0	0	0
80-71-7	0	11619	5654
61791-52-4	147734	0	119283
12012-35-0	0	0	0
258342-84-6	73534	0	0
407-25-0	0	0	0
92400-09-4	0	0	0
68187-63-3	204570	0	93894
68186-85-6	0	0	0
112-33-4	123765	0	0
68855-60-7	0	18378824	0
68918-99-0	11176062404	0	0
5026-74-4	0	0	0
111-31-9	0	0	0
34396-03-7	0	0	0
17084-02-5	0	0	0
4991-47-3	0	0	0
149-57-5	47083	4709786	16964
111-20-6	0	268496	0
617-94-7	0	0	0
354-33-6	31824476	0	13319763
79-92-5	0	0	0
2082-79-3	20276	413170	0
557-34-6	442794	55736	442794
2215-35-2	2744433	0	0
68814-90-4	340920025	0	0
123-79-5	34523	0	0
70750-63-9	0	0	0
14806-72-5	2603714	0	0
61790-13-4	0	664740	0
70131-67-8	0	53337	3402
77-90-7	120545	469592	17686
16898-52-5	0	0	0
68602-84-6	0	0	0
95-85-2	0	0	0
7351-61-3	395671	0	0
7803-62-5	0	0	0
3302-10-1	0	8817201	4990
68649-42-3	3500187	0	426256
58958-60-4	16374	0	0
64754-95-6	32092	401	0
27251-75-8	145150	0	0
7775-14-6	108446170	11805466	0
136-53-8	973890	0	126657
68477-86-1	0	0	0
64754-98-9	0	0	0
876065-86-0	4374354	0	0
13083-94-8	0	0	0
128824-30-6	0	0	3054
2687-25-4	0	0	0
149-30-4	0	0	0
1310-58-3	249558257	5161398	3705239
37143-54-7	0	0	0
62314-22-1	0	0	0
1646-75-9	197313	0	0
103-82-2	0	13608	0
61789-14-8	13091	0	1896
68130-50-7	0	0	0
108-10-1	898839	11010860	134
78181-99-4	0	0	0
93-18-5	0	0	0
1885-48-9	0	0	0
78-84-2	25883659	0	0
537-00-8	26363	0	0
61788-76-9	9215321	2540962	1748018
64741-42-0	22041425757	87667377	133560273
598-63-0	106318128	0	281839
10124-56-8	0	250175	0
171054-89-0	0	15000	15000
12027-61-1	0	0	0
115-07-1	7923912098	54983911	206733077
1078712-77-2	134808	0	0
111-14-8	0	0	5669769
67701-27-3	423272	0	10356
100-42-5	2955031204	487980735	462703300
1314-98-3	0	0	0
1333-82-0	0	0	11979785
2402-79-1	0	0	0
64742-37-6	3826052	0	0
131-57-7	0	54009	0
102-01-2	0	0	0
1313-82-2	21694294	2002384	32659
24991-55-7	0	0	0
12032-20-1	0	0	0
26760-64-5	0	1719982	0
7758-98-7	12311618	8721006	159568
9082-00-2	276006	790612	790612
68140-11-4	987471	0	190055
827-52-1	0	0	0
36727-29-4	0	0	0
68526-74-9	96186	0	0
15646-96-5	0	0	0
88-27-7	0	0	0
68909-83-1	22473	0	12995
155240-08-7	0	0	0
5137-70-2	20006	0	0
17661-50-6	0	0	0
111-30-8	0	125844	0
25707-70-4	0	0	0
1302-42-7	435946671	6840386	25964607
64741-62-4	11537031566	21999184	671773650
68186-88-9	0	0	0
3138-42-9	0	0	0
81869-18-3	27171	0	0
106990-43-6	0	0	0
68391-33-3	39463	0	5443
420-04-2	0	0	0
851545-09-0	1859729	0	0
6471-49-4	3887	0	0
7778-54-3	0	296808	0
25085-02-3	0	56000	0
1302-81-4	0	0	0
9004-70-0	0	0	89
186270-40-6	130115	0	0
3982-82-9	0	0	0
107-54-0	0	0	0
8048-07-5	0	28100	17
1333-07-9	0	746432	0
42482-06-4	0	0	29977
27213-90-7	33486	0	31516
99-99-0	0	0	0
139-08-2	1580769	0	180983
90054-19-6	0	0	0
1333-39-7	490128	0	0
61789-70-6	0	0	4038
69029-47-6	357399	0	99515
556-67-2	0	0	0
625-45-6	0	59999	0
15983-20-7	0	0	0
3960-05-2	186003	0	5965
15901-40-3	0	0	0
111-48-8	0	0	0
3069-19-0	38935	0	0
62763-89-7	69619	0	0
8049-19-2	0	3411083	0
64771-72-8	0	0	0
68908-58-7	0	0	0
27253-33-4	282225	0	15694
599-64-4	5142864	0	311757
61789-32-0	43330	0	0
14215-15-7	0	0	0
4518-98-3	0	0	0
55794-20-2	0	0	0
107827-91-8	0	179623	0
23519-77-9	293997	0	0
96-48-0	0	217276	6449
68988-45-4	0	3992	0
71302-80-2	0	0	0
13601-19-9	0	2914785	0
191680-81-6	0	0	0
68921-08-4	635029318	0	0
13473-90-0	481872	23139	0
54140-87-3	1089737	0	0
2440-22-4	0	32000	0
68527-08-2	0	0	0
7087-68-5	0	0	0
24487-91-0	350475	0	350475
1738-25-6	0	0	0
68411-20-1	21228	0	0
7601-90-3	0	0	0
68412-17-9	207797	0	0
68334-13-4	81135	0	0
21646-20-8	0	0	0
56706-11-7	0	0	0
125904-11-2	0	0	0
13223-03-5	0	0	0
65738-56-9	0	0	0
9002-89-5	39190	15551008	0
2563-07-7	0	16	0
27619-97-2	0	0	0
107-13-1	662145003	0	403230539
1724-39-6	0	0	0
54914-37-3	0	0	0
3699-54-5	0	0	0
10022-31-8	0	400996	0
7772-99-8	21736	0	0
120968-17-4	0	0	0
108-95-2	1338357268	3847128	337387382
68649-95-6	0	0	0
682-09-7	0	0	0
7681-49-4	50485	4932261	23794
68155-35-1	0	0	0
57195-28-5	41381	0	0
5734-64-5	0	0	0
691400-76-7	0	0	0
111-64-8	0	0	0
68477-65-6	2000517874	0	0
6428-31-5	38798	0	38798
71819-49-3	0	0	0
68782-97-8	176901024	0	0
84-65-1	2531286	7246967	1543724
66072-08-0	0	0	0
138879-94-4	1451496	0	589670
16958-92-2	2812642	291093	7257
628-61-5	11666	0	0
64742-90-1	0	226796	0
68527-27-5	2676852808	0	321636378
127-65-1	21479	0	0
68411-07-4	0	0	0
58339-34-7	0	13848	11
25103-12-2	76015	0	0
13863-31-5	0	61464	0
1141-38-4	0	0	0
927-07-1	0	0	0
68478-28-4	23133211	0	0
512-56-1	0	0	0
29736-75-2	240404	0	0
67815-88-7	0	0	20527
141-05-9	0	134400	0
9051-89-2	0	29937	0
1309-48-4	129763738	278124758	1222757
91-16-7	0	0	0
12179-04-3	0	16094	0
359-35-3	0	0	0
63231-60-7	28539513	255526	0
51162-51-7	264444	0	0
10486-00-7	0	0	0
117-81-7	816466	12999032	40896
68919-03-9	374667298	0	0
56-85-9	0	0	0
69012-79-9	163698805	4849400	0
31215-04-0	0	0	0
63466-92-2	16783	0	0
60-25-3	0	0	0
1760-24-3	344220	0	136032
106-93-4	0	0	0
68783-34-6	513471	0	0
8016-70-4	2438984	27544	1428889
37625-56-2	0	0	0
36837-50-0	0	0	0
13776-88-0	0	22000	0
89347-09-1	0	23198	6786
54830-99-8	0	0	0
1067-33-0	0	0	0
64742-04-7	584720271	5382334	459620963
67-72-1	0	0	0
51920-12-8	0	0	0
10043-84-2	0	0	0
71550-28-2	0	0	0
1333-73-9	0	0	0
59766-31-3	0	0	0
121-03-9	0	0	0
5493-45-8	0	0	0
3757-76-4	0	0	0
25013-16-5	0	0	0
68425-60-5	0	0	0
90-15-3	0	0	0
64741-87-3	7463332558	1418995613	0
9003-27-4	0	27302	0
68607-30-7	0	0	0
68476-52-8	213157116	0	183492629
68409-99-4	1576424675	0	0
107-16-4	0	0	0
69029-82-9	635029	0	0
104-78-9	0	0	0
7440-56-4	17871	10202	3605
10101-89-0	0	2425088	1814
12022-95-6	0	121212	948
13040-18-1	20523	0	0
2580-78-1	0	27989	0
208852-57-7	343381	0	66881
923-02-4	19690	0	0
68153-36-6	0	50186	1152
68855-56-1	0	0	0
70913-85-8	113372873	0	0
68909-20-6	32790	127694	0
50586-59-9	0	0	0
10594-03-3	0	0	0
62-54-4	0	0	235148
8006-64-2	373544053	0	4256466
142-82-5	31551730	268136	0
706-14-9	0	64	0
141-21-9	27701	0	0
764-41-0	36231	0	0
45021-77-0	0	0	0
4536-26-9	0	0	0
137-16-6	0	216488	4009
68039-49-6	0	1355	0
83899-29-0	0	0	0
63562-34-5	0	18144	0
80584-99-2	142654	0	5144
8015-86-9	0	441980	3230
13419-15-3	0	0	0
36431-22-8	0	0	0
26544-38-7	0	0	2517605
108-31-6	0	3300594	12247
67689-49-0	0	0	0
12738-64-6	48682	0	11022
623-03-0	0	0	0
7761-88-8	184430	0	0
22527-63-5	0	0	0
28785-06-0	0	0	0
125352-02-5	0	19459	0
65232-89-5	0	0	0
25038-59-9	0	85380	0
26221-27-2	0	12701	0
109-66-0	1120964071	0	108613
68424-34-0	0	0	0
64741-79-3	25693989033	403149752	5760448896
68514-88-5	117550	0	17663
141-62-8	0	0	0
65996-96-5	0	0	0
68910-45-2	0	20536	0
28770-01-6	0	0	0
8016-11-3	0	0	0
631-61-8	167524	36000	27173
26628-22-8	278312	0	215527
1338-23-4	0	0	132684
68410-71-9	1510229300	0	0
12065-90-6	389509	0	110027
112-27-6	15837079	4419213	1336827
68512-30-1	0	56002	0
10114-86-0	0	0	0
63428-86-4	881777	0	20490
82980-54-9	186338	0	33212
9046-10-0	0	0	0
112-64-1	0	0	0
638-38-0	641750	0	1412
68412-38-4	0	0	0
73246-96-5	906856	0	11431
123-77-3	0	508419	0
72623-86-0	0	86703829	2025
9007-48-1	25424	647935	0
124-13-0	0	0	0
8012-95-1	114985957	711187	114985957
2437-25-4	0	104600	0
556-28-5	0	0	0
52556-42-0	100180	0	0
29118-24-9	783232	0	428141
2338-76-3	0	32000	0
11120-25-5	0	0	0
8008-20-6	1209465824706080000000	2398674632	1612210044
12070-12-1	1644909	1162561	364524
32422-02-9	221090	0	0
126535-26-0	0	0	0
9005-00-9	0	121844	0
70955-08-7	204116567	0	0
72319-09-6	0	0	0
141-38-8	0	0	0
1918-02-1	0	0	0
99-85-4	0	0	0
68784-40-7	891309	0	0
101-96-2	0	0	0
2304-30-5	0	0	0
1599-67-3	3504884	0	691809
1306-25-8	0	0	0
64741-58-8	20212590070	0	1919307
111-27-3	13782899	880200	2184892
103-69-5	0	0	0
70969-47-0	57875	0	30443
68608-88-8	0	0	0
76-01-7	68453	0	27719
16971-82-7	0	0	0
207692-02-2	0	506779	0
68584-25-8	0	0	0
4450-94-6	0	0	0
7664-38-2	10142069435	36782861	907005840
126-57-8	0	0	0
115-95-7	0	47112	7990
79-16-3	0	0	0
109-60-4	27304356	46888	13209958
93-00-5	0	0	0
61788-62-3	0	0	109
13465-78-6	0	0	0
13637-90-6	0	0	0
103-45-7	0	0	0
88-18-6	0	0	0
94-91-7	0	0	0
13276-08-9	160572	0	3538
68082-25-7	89732	0	0
50-01-1	0	43000	0
12627-14-4	155129	0	68039
211519-85-6	0	0	0
4696-56-4	0	0	0
115733-08-9	0	0	0
87135-01-1	0	0	0
68610-90-2	247320	0	0
70571-81-2	0	0	0
57472-68-1	228978	198704	630
56803-37-3	1373262	0	205989
110-97-4	0	0	0
96-76-4	271994	27010	0
7803-55-6	2995358	284440	0
585-34-2	271994	0	0
70321-73-2	2566426	0	0
80156-94-1	0	12810	0
15396-00-6	53257	0	35690
78-96-6	0	0	0
1679-51-2	0	0	0
68186-45-8	0	0	0
12239-87-1	0	50167	0
12737-27-8	0	0	0
20427-59-2	17690	0	0
108-87-2	0	0	13928
533-00-6	4848	0	0
63141-09-3	0	0	0
1317-38-0	2508671	826350	416750
68608-77-5	0	0	0
7705-08-0	32500690	0	0
31291-60-8	0	0	0
68955-56-6	0	13680	0
68527-16-2	1360777110	0	0
2043-55-2	0	0	0
7440-22-4	257936	411311	167009
68081-84-5	0	0	0
14025-21-9	0	0	0
68308-54-3	9303595	0	0
880647-20-1	0	13503	0
1338-43-8	14211568	169961	961348
68457-13-6	171095	0	32341
107-03-9	0	0	0
68411-58-5	0	0	0
475285-70-2	32157	0	6539
68990-83-0	84269	13650	6825
81-77-6	0	59779	0
12125-02-9	20787779	2239452	2268
25338-55-0	0	0	0
65996-65-8	15815369669	4257027759	322311002
54549-24-5	0	175978	33280
917-61-3	0	0	0
54395-52-7	0	0	0
68442-97-7	745706	0	111608
3006-86-8	0	0	0
7328-17-8	0	0	0
68551-20-2	0	0	0
78350-78-4	0	0	0
12024-36-1	0	240000	0
64742-79-6	16416997078	379545705	0
7447-39-4	7057003	3847802	80520
105-99-7	0	0	0
121776-57-6	0	0	0
88-60-8	0	0	0
80-51-3	0	0	0
7779-27-3	0	0	0
8029-76-3	0	0	0
9038-95-3	0	40186	12392
1118-46-3	527203	0	4620
66071-96-3	387912	0	0
65996-92-1	240093511	0	0
68955-76-0	6785618	0	6785618
70776-28-2	0	0	0
1344-54-3	0	0	0
2855-13-2	0	11340	0
59719-67-4	13154	0	0
63393-96-4	280508	0	0
2725-22-6	50640	80091	0
68911-83-1	0	0	0
27344-41-8	0	0	0
106-88-7	0	0	0
616-47-7	0	0	0
7782-49-2	114366	0	125819
69011-60-5	0	0	0
12008-41-2	0	0	0
12001-26-2	0	442120	16433
13254-34-7	0	0	0
8031-18-3	308122	91153	8127
8052-50-4	19958	0	0
109-09-1	4729016	0	653937
6484-52-2	6810275138	924328217	280084224
13774-25-9	42759226	0	336734
143925-92-2	0	0	0
10099-71-5	32198	0	0
75314-26-0	0	0	0
142-17-6	348439	0	327
112-38-9	0	0	0
103069-98-3	861826	0	0
25549-16-0	0	0	0
92-59-1	0	0	0
2736-18-7	158757	0	0
27344-06-5	0	0	0
68441-62-3	0	0	0
67633-63-0	0	0	0
61791-46-6	26747	0	0
61792-11-8	0	0	0
12125-22-3	36287	0	0
2467-12-1	181006	0	0
15546-11-9	33611	0	0
67785-12-0	102562	0	0
67-48-1	13154	3486789	0
100-97-0	106767	6306768	0
30718-90-2	0	0	0
1327-36-2	0	162787	0
872-05-9	99193880	34653360	26256035
68155-07-7	0	0	0
68442-77-3	0	0	0
106-42-3	449096251	166462659	177856452
68955-53-3	0	0	0
4196-89-8	247185	0	190247
26125-40-6	0	0	0
28065-97-6	0	0	0
7790-86-5	0	0	0
1184-58-3	0	0	0
26399-02-0	0	0	67222
10101-50-5	1802720	95025	355547
56038-89-2	0	0	0
1310-53-8	13139	1619	0
13291-61-7	14855	0	0
101-14-4	0	883993	768
68512-26-5	13553068	0	13100853
68187-67-7	43998	0	1361
2457-01-4	0	0	0
109-52-4	0	0	0
527-60-6	33491	46047	0
61788-91-8	375971	0	0
140-07-8	0	0	0
72162-34-6	13831	0	0
428-59-1	0	0	0
7446-19-7	0	2115019	0
4707-47-5	0	0	0
70693-20-8	0	0	0
111850-25-0	0	0	0
42965-91-3	15247	0	15247
68227-33-8	0	0	0
1324-76-1	0	57637	0
2628-16-2	80099	0	3200
68477-88-3	843682	0	0
126019-82-7	0	0	0
7782-42-5	16006912	25180425	65307
139871-83-3	0	558826	0
72480-45-6	0	0	0
12237-63-7	0	20462	0
10294-41-4	76657	0	0
104-66-5	278097	206747	0
68187-02-0	0	0	0
64741-41-9	21210875439	1023775074	0
143400-68-4	103000	215248	65151
2499-59-4	16845	0	0
7439-89-6	51914545	607181856	1457994374
1078712-74-9	0	0	0
9003-18-3	0	0	0
6419-19-8	3403221	786386	165490
1679-64-7	0	0	0
151789-09-2	0	0	0
68002-76-6	73122	0	21515
125301-81-7	17715	0	0
105-64-6	0	0	0
496-46-8	27030	0	0
68877-16-7	0	0	0
165445-22-7	29863	0	0
142-77-8	130802	0	1950
27090-63-7	0	0	0
53770-52-8	0	0	0
64741-65-7	186118021	836920	0
5397-34-2	0	33696	0
10052-47-8	25182	0	0
1283128-57-3	0	0	0
12070-08-5	0	0	0
2915-53-9	231332	0	0
25103-58-6	0	0	14737353
7381-13-7	84368	0	0
2062-98-8	0	0	0
106-20-7	0	0	0
14940-68-2	0	34619	0
105-45-3	0	0	0
100-63-0	0	0	0
120525-96-4	0	18610	0
54574-82-2	0	0	0
1079350-89-2	0	0	0
3811-04-9	0	89999	0
68917-73-7	207932	0	0
96-49-1	0	0	0
68937-90-6	0	688448	85009
60676-86-0	25782	2160072	3765
79357-67-8	164029	0	164029
68186-90-3	0	215049	0
79-24-3	0	0	0
76-39-1	0	0	0
2425-79-8	69318	147099	3007
80693-00-1	0	78700	0
68526-59-0	0	0	0
191358-81-3	0	0	0
84776-83-0	0	0	0
78-21-7	33090	0	0
37318-31-3	767249	0	767249
68411-06-3	0	39195	0
12037-47-7	692182	0	314158
27322-34-5	1770825	0	0
24623-77-6	0	0	0
7785-70-8	0	490786	4248251
68131-37-3	336475	0	0
68603-42-9	5667961	120490	64408
123-62-6	0	0	0
3865-34-7	31819	0	0
637-39-8	0	0	22950
41999-41-1	98357	0	0
68815-45-2	22427	0	9293
112-72-1	0	0	277115
51085-07-5	0	0	0
61788-59-8	18697	0	0
28064-14-4	511504	12701	0
78-00-2	0	0	0
91-17-8	465662	0	17107
26264-05-1	782095	0	0
506-30-9	0	0	177355
101033-44-7	55019	0	0
28553-12-0	32704	11209609	0
57675-44-2	57292	147687	1053
107-58-4	0	89997	0
42348-86-7	0	0	0
42751-79-1	45447	0	0
19910-65-7	0	0	0
544-60-5	84490	0	0
22984-54-9	2015764	54703	1612521
103-34-4	0	481728	41487
61791-00-2	47137	0	2973
139-89-9	0	0	0
61788-32-7	0	0	0
598-62-9	0	0	0
9005-42-9	152500	0	0
110-89-4	0	0	0
68784-25-8	0	0	0
1559-36-0	0	0	0
3101-60-8	0	0	838
61789-79-5	0	0	13272
1122-58-3	0	42608	0
133-37-9	0	259999	0
67701-03-5	5077451	121755	0
67762-44-1	0	0	0
68155-50-0	118641	0	0
68478-29-5	7257478	0	0
18479-57-7	0	5092	0
1344-37-2	0	0	0
67998-94-1	108862	0	86183
106-11-6	32613	0	9525
122384-87-6	0	0	0
135-37-5	0	0	0
98-92-0	0	357899	0
67815-89-8	238128	0	0
68201-49-0	0	43020	0
68603-09-8	0	0	0
7397-62-8	0	0	0
101-43-9	0	0	0
506-12-7	0	0	0
68603-04-3	5029718	0	5029718
63022-06-0	0	0	0
1309-36-0	0	468080	0
56-40-6	3946254	0	104326
109-56-8	0	0	0
68015-39-4	0	0	0
68551-41-7	0	0	0
529-34-0	2727792	0	0
26999-29-1	0	0	0
13040-19-2	0	0	0
11138-60-6	168834	289244	52444
68400-79-3	126396	0	0
68478-05-7	783121750	0	0
14807-96-6	923378	2128834	22178
6358-30-1	201808	57153	0
554-95-0	11554	0	0
68991-46-8	0	0	0
12007-56-6	0	0	0
121-91-5	3349981	2487543	38782
13127-82-7	277129	0	29756
68955-20-4	0	0	0
28182-81-2	3278008	641488	0
935-79-5	618661	0	237205
1336-21-6	178658307	96131134	67726103
138-22-7	0	24000	95
85711-46-2	326587	0	0
68083-45-4	0	0	0
736150-63-3	0	0	0
68551-65-5	0	0	0
34455-29-3	0	0	0
68606-76-8	54885	0	39916
68919-04-0	23431851550	0	0
106-72-9	0	260	0
68955-28-2	718534672	31321739	0
404362-22-7	0	0	0
10124-54-6	0	18289	0
66402-68-4	38062089	103728013	34
7789-06-2	2608156	339287	0
26748-47-0	0	0	0
6487-39-4	0	0	0
81-48-1	0	0	0
226993-69-7	0	181731	0
56-86-0	0	0	0
2420-98-6	0	0	24584
202420-04-0	0	0	0
10024-66-5	80685	0	0
84-61-7	0	0	6736
6881-94-3	0	0	0
6280-99-5	0	0	0
1628-11-1	0	0	0
5945-33-5	386974	0	58046
99-04-7	0	0	0
67711-99-3	79349	0	0
150-76-5	0	66628	53129
154730-82-2	0	0	0
68424-85-1	2486329	0	298652
1742-14-9	0	0	0
18395-30-7	0	0	0
61790-64-5	124389	0	0
4170-30-3	0	0	0
13283-01-7	0	0	0
8007-24-7	0	9944667	0
123-07-9	621483	763152	714229
3547-33-9	0	0	0
335-67-1	0	0	0
70131-55-4	124643	0	37394
154862-43-8	381022	0	230385
286-20-4	0	0	0
126-83-0	0	0	0
919-31-3	1663691	0	0
106276-78-2	0	0	0
64755-01-7	0	0	52
80-43-3	0	75068	0
68910-15-6	0	0	0
7757-82-6	452530242	935588	93252904
68989-00-4	15139	0	0
3445-11-2	0	0	0
9003-01-4	227808	0	2722
22414-68-2	0	0	0
88-56-2	0	0	0
12712-38-8	198117	0	29
7047-84-9	0	13380	0
87676-07-1	0	0	0
980-26-7	505768	75424	99399
72480-70-7	226793	0	121638
135-76-2	0	174309	0
106-36-5	0	0	0
54423-67-5	0	816466	0
68936-95-8	208146	0	0
13393-93-6	0	0	0
103-95-7	0	626	0
13494-80-9	0	0	0
37859-57-7	38272	0	38272
61790-51-0	152524	0	0
1189-08-8	0	0	0
593-29-3	34628	0	171
68134-28-1	0	0	0
5995-42-6	221090	0	0
13106-76-8	0	0	0
64741-59-9	25455221788	45359237	101376251
61788-47-4	0	28812	6843
24448-20-2	0	0	0
68476-56-2	0	0	0
133-49-3	0	0	0
3444-17-5	28395	0	1134
64741-83-9	3251501017	0	0
1559-37-1	0	0	0
5102-83-0	140431	28939	65083
2691-41-0	595459	0	576
18282-59-2	0	0	0
109-86-4	1504416	0	0
4109-96-0	0	0	0
68333-79-9	677575900	427874	0
61788-85-0	0	16329	0
13547-17-6	53384	0	0
128-37-0	0	756929	1397
1653-16-3	13316	0	0
906665-74-5	0	0	0
63863-43-4	0	0	0
68784-41-8	12247	0	0
73038-25-2	160011	0	0
100-52-7	0	152255	0
126-63-6	133530	0	0
86290-81-5	450822206	1566066307	20994170
13845-36-8	0	0	128231
1308-04-9	138300	67155	0
65996-98-7	486153	0	0
13977-65-6	0	0	0
10332-32-8	17717	20529	0
7440-02-0	4736338	19857779	173196908
1860-26-0	0	0	0
80-08-0	0	0	0
112-67-4	0	0	0
68910-39-4	0	0	0
112-42-5	23074766	0	297200
63-42-3	0	0	0
10017-56-8	96990	0	17690
85116-93-4	89711	0	0
6197-30-4	0	0	0
3194-55-6	0	0	0
111-41-1	0	0	0
1313-99-1	2524737	796441	731280
1078715-97-5	0	0	0
129757-67-1	0	0	0
14745-75-6	0	0	0
15760-18-6	0	0	0
68513-16-6	0	0	0
5943-30-6	0	0	0
13450-99-2	0	0	0
75782-87-5	106246370	0	3105076
7440-69-9	68557	1031968	32347
461-58-5	0	817866	0
75-76-3	0	0	0
12035-31-3	0	0	0
146832-04-4	19051	0	0
68515-65-1	0	0	0
68513-11-1	21672841689	0	0
68952-81-8	131541787	0	0
84605-20-9	43185205	0	0
1717-00-6	0	0	0
606-28-0	0	0	0
68975-83-7	0	0	0
51-79-6	0	31999	0
70833-40-8	0	0	0
70729-71-4	134487	0	13372
68936-98-1	11833143	0	0
112945-52-5	0	1169939	0
68815-55-4	36184	0	9293
22221-10-9	0	0	0
50-21-5	0	49456	1622
118685-26-0	0	0	9720
903-19-5	0	15500	0
54464-59-4	0	0	0
557-04-0	637093	165127	7407
20427-58-1	0	11431	0
14643-87-9	0	0	0
68876-83-5	33615	0	0
69029-58-9	48735779	0	0
67711-87-9	435391775250	0	0
75-35-4	48908	0	3687
61788-61-2	30346336	11943087	0
7440-23-5	0	9158147	0
26635-93-8	0	0	0
7787-49-7	0	0	0
15827-60-8	1638711	0	59545
69029-50-1	25231829	68162	0
46948-72-5	0	0	0
2807-30-9	0	0	0
112-36-7	0	0	23348
93762-80-2	0	0	1021399
89415-87-2	185211	0	363
31335-74-7	0	0	0
143-24-8	0	0	6938
126-99-8	1038301	0	16186
68155-64-6	0	0	0
68477-31-6	87179007	0	0
2602-34-8	106278	0	106278
39316-70-6	14129402	0	14129402
68783-08-4	19019204081	196854266	0
13499-05-3	202573	300	1250
27136-15-8	0	53919	0
1309-60-0	465358	0	0
18621-94-8	0	0	0
9010-10-0	0	36433	0
13197-76-7	2696241	0	37884
7775-27-1	0	71999	0
814-68-6	0	42813	0
1344-28-1	2463420040	1864423905	751144732
60466-61-7	2662510	0	0
849705-80-2	0	0	0
12232-96-1	0	0	0
68551-33-7	0	0	0
26834-28-6	0	0	0
2605-79-0	0	0	131601
23500-79-0	828569	0	0
13780-06-8	1509244	7511911	1274872
2530-87-2	0	0	5497
8008-57-9	50234	118784	37648
65071-95-6	0	0	0
117985-60-1	0	0	0
137-40-6	2812	0	0
110-54-3	424099910	1105584	97189
65996-62-5	59164339	0	0
69012-64-2	2967320	48081	1483673
42615-29-2	0	480755	0
68609-92-7	0	0	0
68912-13-0	0	0	0
61788-45-2	2871615	37648	1232928
13530-65-9	0	24960	10259
51806-23-6	0	0	0
88-85-7	0	156058	0
64742-87-6	3855535145	0	0
6227-20-9	0	0	0
2231-57-4	0	0	0
7697-37-2	6458050546	2228947	62817568
108-23-6	0	0	0
68477-10-1	5624545	0	0
121250-47-3	0	0	0
1445-79-0	0	0	0
901-44-0	0	56294	0
68784-31-6	0	0	0
582-25-2	0	68000	0
329909-27-5	0	0	0
6290-49-9	0	0	0
68987-88-2	0	0	0
7791-13-1	0	0	0
67762-36-1	0	59421	0
65059-61-2	0	0	0
3076-05-9	49562	0	0
626-17-5	4426099	0	0
90-80-2	0	0	0
68604-21-7	0	0	0
108797-85-9	14732	0	0
122-32-7	0	0	0
64742-40-1	171071415	0	1151000
