CASRN	Chemical	Hvap298
7098-26-2	octatetracontane 	243000
71-23-8	1-propanol 	47200
71-36-3	1-butanol 	51400
71-41-0	1-pentanol 	56800
71-43-2	benzene 	33900
71-55-6	1,1,1-trichloroethane 	32500
71009-82-0	phosphinous acid, bis(trifluoromethyl)-, 1-methylethyl ester 	35200
71040-58-9	phosphinothioic acid, bis(trifluoromethyl)-, O-methyl ester 	35100
71112-90-8	butyl heptyl ether 	58200
7116-86-1	5,5-dimethyl-1-hexene 	37700
7119-92-8	diethylnitramine 	47300
7119-94-0	1-nitropiperidine 	52700
7125-84-0	1,1,1-trichloro-3,3,3-trifluoropropane 	36800
713-68-8	3-phenoxyphenol 	90400
7132-64-1	methyl pentadecanoate 	90800
7133-36-0	cyclopentyl methyl sulfide 	45100
7133-46-2	dicyclohexyl sulfide 	69000
71340-46-0	diisopropyl glutarate 	72800
71377-13-4	(E) 9-tetradecenal 	79500
7145-20-2	2,3-dimethyl-2-hexene 	39700
7145-99-5	5-methyl-1,3-benzodioxole 	54900
7146-60-3	2,3-dimethyloctane 	48100
7154-79-2	2,2,3,3-tetramethylpentane 	41200
7154-80-5	3,3,5-trimethylheptane 	46000
71545-96-5	(Z) 13-hexadecenal 	89700
7164-98-9	1-phenylimidazole 	79500
717-74-8	1,3,5-triisopropylbenzene 	66000
7187-01-1	2-furanacrylonitrile 	65200
719-79-9	1,1-diphenylbutane 	77200
7194-84-5	heptatriacontane 	187500
7194-85-6	octatriacontane 	192600
7220-26-0	2,4-dimethyl-3-ethylhexane 	46900
72698-27-2	(E) 7-hexadecenal 	88600
72698-28-3	(E) 8-hexadecenal 	88400
72698-29-4	(E) 9-hexadecenal 	88600
72698-30-7	(E) 10-hexadecenal 	88800
72698-31-8	(Z) 12-hexadecenal 	89300
72698-32-9	(E) 12-hexadecenal 	89300
72698-33-0	(E) 13-hexadecenal 	90000
72698-34-1	(Z) 12-hexadecen-1-ol 	111800
72698-35-2	(E) 12-hexadecen-1-ol 	112100
7283-33-2	1,1,1-trinitrobutane 	66500
7289-52-3	decyl methyl ether 	62500
73304-17-3	(E) 12-pentadecenyl acetate 	94500
7333-23-5	2,2,6-dimethyl-3,5-heptanedione 	57700
7335-04-8	N-cyclopentylpiperidine 	55100
7352-03-6	N-(ethoxymethyl)diethylamine 	39600
7357-93-9	2-ethyl-3-methyl-1-butene 	34300
73575-54-9	2,2’,3,6,6’-pentachlorobiphenyl 	89600
7385-78-6	(dl) 3,4-dimethylpent-1-ene 	33900
74-90-8	hydrogen cyanide 	25200
74-93-1	methyl mercaptan 	23800
74-95-3	dibromomethane 	37000
74058-13-2	propyl tert-amyl ether 	43800
7423-00-9	propylhydrazone acetone 	44000
7423-01-0	isopropylhydrazone acetone 	44600
7423-69-0	3,5-dimethyl-1-hexene 	38100
7452-79-1	ethyl 2-methylbutanoate 	64700
75-00-3	ethyl chloride 	24600
75-01-4	vinyl chloride 	20100
75-03-6	ethyl iodide 	31800
75-05-8	acetonitrile 	33000
75-07-0	acetaldehyde 	26900
75-08-1	ethyl mercaptan 	27300
75-09-2	dichloromethane 	29700
75-11-6	diiodomethane 	47300
75-12-7	formamide 	63800
75-15-0	carbon disulfide 	27600
75-18-3	dimethyl sulfide 	27700
75-21-8	ethylene oxide 	25900
75-25-2	tribromomethane 	46100
75-26-3	2-bromopropane 	30400
75-29-6	2-chloropropane 	27600
75-30-9	2-iodopropane 	34100
75-31-0	isopropylamine 	28400
75-33-2	2-propanethiol 	29800
75-34-3	1,1-dichloroethane 	30600
75-52-5	nitromethane 	38000
75-56-9	propylene oxide 	27900
75-64-9	tert-butylamine 	30100
75-65-0	2-methyl-2-propanol 	46000
75-66-1	tert-butyl mercaptan 	30800
75-71-8	dichlorodifluoromethane 	20000
75-83-2	2,2-dimethylbutane 	27800
75-84-3	2,2-dimethyl-1-propanol 	51800
75-85-4	2-methyl-2-butanol 	50100
75-97-8	3,3-dimethyl-2-butanone (pinacolone) 	38900
75039-85-9	(Z) 2-tetradecen-1-ol 	101100
75039-86-0	(E) 2-tetradecen-1-ol 	101500
75240-06-1	trans perfluorohydrindane 	45200
75397-93-2	N,N-dihexyl octanamide 	82900
756-79-6	methylphosphonic acid, dimethyl ester 	52800
76-12-0	1,2-difluoro-1,1,2,2-tetrachloroethane 	33800
76-13-1	1,1,2-trichloro-1,2,2-trifluoroethane 	28300
76-37-9	2,2,3,3-tetrafluoro-1-propanol 	53600
76-38-0	2,2-dichloro-1,1-difluoro-1-methoxyethane 	40300
760-20-3	3-methyl-1-pentene 	28600
760-21-4	2-ethyl-1-butene 	31000
762-04-9	diethylphosphite 	49300
762-62-9	4,4-dimethylpent-1-ene 	31200
762-63-0	cis 4,4-dimethylpent-2-ene 	32600
763-29-1	2-methyl-1-pentene 	30500
764-35-2	3-hexyne 	36000
7642-04-8	cis 2-octene 	40200
7642-09-3	cis 3-hexene 	31600
7642-10-6	cis 3-heptene 	35600
7642-15-1	cis 4-octene 	39700
76474-09-4	alpha-methoxyisobutyronitrile 	37400
765-30-0	cyclopropylamine 	31300
765-43-5	cyclopropyl methyl ketone 	40000
765-85-5	methyl cyclobutanecarboxylate 	44700
76595-72-7	(E) 3-dodecenal 	70200
766-05-2	cyclohexanecarbonitrile 	51900
766-09-6	N-ethylpiperidine 	40800
766-20-1	2,4-dimethyl-1,3-dioxane 	44900
766-51-8	2-chloroanisole 	55000
766-80-6	1-ethylpiperdine 	39400
766-85-8	3-iodoanisole 	62500
766-92-7	benzyl methyl sulfide 	55200
7665-66-9	1-propylbenzimidazole 	80200
7667-78-9	octapentacontane 	288500
7667-80-3	hexacontane 	299900
7667-85-8	tetraheptacontane 	356200
7667-87-0	hexaheptacontane 	364300
7667-88-1	octacontane 	379600
7667-91-6	tetraoctacontane 	394000
7667-94-9	octaoctacontane 	409200
7667-95-0	dononacontane 	424500
7668-83-6	doheptacontane 	348400
768-66-1	2,2,6,6-tetramethylpiperidine 	44500
768-95-6	1-adamantanol 	60800
76836-10-7	(E) 13-octadecen-1-ol 	121200
7688-21-3	cis 2-hexene 	31500
769-68-6	alpha-ethylbenzylcyanide 	64300
77-74-7	3-methyl-3-pentanol 	56200
77-76-9	2,2-dimethoxypropane 	37600
77-77-0	divinyl sulfone 	56500
770-69-4	1-ethyladamantane 	55300
77078-18-3	1-methoxy-2-propoxyethane 	43700
771-56-2	2,3,4,5,6-pentafluorotoluene 	41200
771-61-9	pentafluorophenol 	52200
7719-79-1	dopentacontane 	261800
7719-82-6	hexapentacontane 	279700
7719-83-7	dohexacontane 	306800
7719-85-9	octaheptacontane 	372100
7719-87-1	tetrahexacontane 	315400
7719-89-3	hexahexacontane 	324000
7719-91-7	octahexacontane 	331900
7719-93-9	heptacontane 	340300
7719-95-1	dooctacontane 	387200
774-48-1	phenyldiethoxymethane 	62800
776-35-2	9,10-dihydrophenanthene 	76600
777-22-0	2-phenyloctane 	70000
7785-26-4	(-) alpha-pinene 	44600
7785-53-7	(+) alpha-terpineol 	60700
7787-20-4	fenchone 	51300
779-02-0	9-methylanthracene 	88100
78-09-1	tetraethoxymethane 	52900
78-40-0	triethylphosphate 	55700
78-70-6	linalool 	60200
78-71-7	3,3-bis(chloromethyl)oxetane 	56000
78-75-1	1,2-dibromopropane 	42100
78-76-2	2-bromobutane 	34700
78-77-3	1-bromo-2-methylpropane 	34900
78-78-4	2-methylbutane 	24900
78-79-5	2-methyl-1,3-butadiene 	26900
78-81-9	isobutylamine 	33900
78-83-1	2-methyl-1-propanol 	50200
78-84-2	isobutyraldehyde 	32600
78-86-4	2-chlorobutane 	31600
78-87-5	1,2-dichloropropane 	36700
78-90-0	(dl) 1,2-propanediamine 	44100
78-92-2	2-butanol 	48400
78-93-3	2-butanone 	34800
78-99-9	1,1-dichloropropane 	35300
781-43-1	9,10-dimethylanthracene 	94500
78715-64-7	3,3.6,6-tetraethyloctane 	73200
78972-97-1	heptyl tert-butyl ether 	56600
79-00-5	1,1,2-trichloroethane 	40200
79-01-6	trichloroethylene 	34500
79-09-4	propionic acid 	54800
79-10-7	acrylic acid 	55200
79-20-9	methyl acetate 	32200
79-29-8	2,3-dimethylbutane 	29100
79-31-2	2-methylpropanoic acid 	54900
79-33-4	S-lactic acid 	69100
79-34-5	1,1,2,2-tetrachloroethane 	45800
79-41-4	2-methyl-2-propenoic acid 	47500
79-46-9	2-nitropropane 	42600
79-92-5	camphene 	44700
80-15-9	cumene hydroperoxide 	69900
80-46-6	4-tert-pentylphenol 	65300
80-56-8	(d) alpha-pinene 	45400
80274-98-2	perfluoro(isobutylcyclohexane) 	46500
81-20-9	2-nitro-1,3-dimethylbenzene 	57500
811-93-8	2-methyl-1,2-propanediamine 	43600
81149-96-4	(Z) 2-dodecenal 	72500
815-24-7	2,2,4,4-tetramethyl-3-pentanone 	45400
816-79-5	3-ethyl-2-pentene 	35600
81634-98-2	(E) 3-decenyl acetate 	70100
81634-99-3	(Z) 3-decenyl acetate 	69500
81745-38-2	(E) 4-dodecen-1-ol 	90600
818-38-2	diethyl glutarate 	67600
81892-61-7	(Z) 10-dodecenal 	71000
81892-62-8	(E) 10-dodecenal 	70900
820-55-3	1,1-dichloropentane 	44300
821-25-0	1,1-dichloroheptane 	53500
821-38-5	1,14-tetradecanedioic acid 	127400
821-41-0	5-hexen-1-ol 	60200
821-67-0	dipropyldiazene 	39900
821-76-1	1,7-dichloroheptane 	61200
821-88-5	1,1-dichlorononane 	62300
821-95-4	1-undecene 	54900
822-08-2	undecane-1,11-diamine 	84700
822-13-9	1-chlorotridecane 	81300
822-23-1	octadecyl acetate 	113500
822-38-8	trithiocarbonic acid, cyclic ethylene ester 	82900
822-50-4	(dl) trans 1,2-dimethylcyclopentane 	34600
823-22-3	delta-hexanolactone 	59500
824-21-5	N-methylindoline 	64200
824-75-9	p-fluorobenzamide 	83300
82410-68-2	1-hexyl-2-methylimidazole 	74700
826-73-3	1-benzosuberone 	69000
827-52-1	cyclohexylbenzene 	60400
828-51-3	1-adamantanecarboxylic acid 	91100
82944-76-1	(E) 7-dodecenal 	69600
83-32-9	acenaphthene 	67500
830-13-7	cyclododecanone 	65500
832-69-9	1-methylphenanthrene 	84500
834-12-8	2-methylthio-4-ethylamino-6-isopropylamino-1,3,5-triazine 	121500
83799-67-1	(Z) 8-decen-1-ol 	81600
83799-68-2	(E) 8-decen-1-ol 	81500
838-15-3	2,3:6,7-dibenzocycloocta-2,6-dien-1-one 	90600
83808-51-9	(Z) 8-decenyl acetate 	71500
84-15-1	o-terphenyl 	84200
84-66-2	diethyl phthalate 	83500
84-74-2	dibutyl phthalate 	95900
84801-15-0	(Z) 2-dodecenyl acetate 	79700
84801-16-1	(E) 2-dodecenyl acetate 	81000
849-30-4	dicyclohexyl adipate 	106300
85-01-8	phenanthrene 	78700
85388-16-5	(E) 5-hexadecen-1-ol 	111400
86-28-2	N-ethylcarbazole 	82100
86-55-5	1-naphthoic acid 	99500
86-56-6	N,N-dimethyl-1-aminonaphthalene 	66900
86-73-7	fluorene 	72700
865-71-4	perfluoro-3-methylpentane 	30800
86630-50-4	perfluoro-N-(4-methylcyclohexyl)piperidine 	56600
867-27-6	phosphorothioic acid, O-[2-(ethylthio)ethyl]-O,O-dimethyl ester 	71000
868-85-9	dimethyl phosphite 	46700
868-91-7	2,2,5,5-tetramethyl-3-hexanone 	48800
87-44-5	beta-caryophyllene 	65500
87-61-6	1,2,3-trichlorobenzene 	57200
87-62-7	2,6-dimethylaniline 	59600
87-65-0	2,6-dichlorophenol 	59100
87-85-4	hexamethylbenzene 	68600
871-22-7	1,1-dibutoxyethane 	58200
871-83-0	2-methylnonane 	51000
872-05-9	1-decene 	50500
872-50-4	N-methyl-2-pyrrolidone 	61900
872-55-9	2-ethylthiophene 	39700
87294-80-2	2-(biphen-3-yl)naphthalene 	118600
874-41-9	1,3-dimethyl-4-ethylbenzene 	53300
8760-63-8	S,S (1-sec-butoxyethyl)benzene 	59100
878-13-7	cycloundecanone 	64300
88-06-2	2,4,6-trichlorophenol 	66700
88-15-3	2-acetylthiophene 	57100
88-60-8	2-tert-butyl-5-methylphenol 	67200
88-72-2	2-nitrotoluene 	59400
88-73-3	1-chloro-2-nitrobenzene 	60400
88-75-5	2-nitrophenol 	58400
880-09-1	bis(piperidino)methane 	62200
880-36-4	2-octylthiophene 	65400
882-33-7	diphenyl disulfide 	78700
88373-67-5	(Z) 6-hexadecenal 	87900
88373-68-6	(Z) 5-hexadecenal 	87800
88373-69-7	(Z) 4-hexadecenal 	88700
886-50-0	2-methylmercapto-4-ethylamino-6-tert-butylamino-1,3,5-triazine 	113000
89-82-7	pulegone 	60000
89-83-8	2-isopropyl-5-methylphenol 	70000
89397-96-6	2,2-dimethylpropanoic acid, 1,1-dimethylpropyl ester 	48000
90-00-6	2-ethylphenol 	64500
90-02-8	2-hydroxybenzaldehyde 	51900
90-05-1	2-methoxyphenol 	60500
90-11-9	1-bromonaphthalene 	63900
90-13-1	1-chloronaphthalene 	63600
90-14-2	1-iodonaphthalene 	67000
90-84-6	2-(diethylamino)-1-phenyl-1-propanone 	71600
90176-51-5	methyl Z 10-pentadecenoate 	91700
91-01-0	diphenylmethanol 	83000
91-16-7	1,2-dimethoxybenzene 	65200
91-19-0	quinoxaline 	58700
91-20-3	naphthalene 	56200
91-22-5	quinoline 	58100
91-58-7	2-chloronaphthalene 	64500
91-62-3	6-methylquinoline 	67700
91-63-4	2-methylquinoline 	63300
91563-76-7	1-nitro-2,6-diisopropylbenzene 	68400
918-02-5	N,N-dimethyl tert-butyl amine 	34800
919-62-0	triisopentyl phosphate 	86600
919-86-8	phosphorothioic acid, S-[2-(ethylthio)ethyl]-O,O-dimethyl ester 	78800
919-94-8	tert-amyl ethyl ether 	38700
91967-71-4	(1-propoxyethyl)benzene 	56700
92-06-8	m-terphenyl 	97200
92-12-0	1-methylnaphthalene 	61200
92-24-0	naphthacene 	106200
92-51-3	bicyclohexyl 	58300
92-52-4	biphenyl 	64900
92-82-0	phenazine 	76600
92-83-1	xanthene 	73400
92-94-4	p-terphenyl 	101700
920-66-1	1,1,1,3,3,3-hexafluoro-2-propanol 	41600
921-47-1	2,3,4-trimethylhexane 	42700
922-28-1	3,4-dimethylheptane 	43600
922-62-3	cis 3-methyl-2-pentene 	31700
922-63-4	2-ethylacrolein 	36800
924-50-5	methyl 3-methylbut-2-enoate 	46900
924-88-9	diisopropyl succinate 	69600
925-15-5	dipropyl succinate 	72100
925-78-0	2-nonanone 	56500
926-26-1	di-tert-butyl succinate 	68600
926-47-2	S-butyl thiolacetate 	48100
926-73-8	S-isopropyl thiolacetate 	42300
926-82-9	3,5-dimethylheptane 	43300
927-49-1	6-undecanone 	61400
927-74-2	3-butyn-1-ol 	51700
927-83-3	di-tert-butyldiazene 	39400
927699-29-4	perfluoro-2,4,6,8,11,13,15.17-octaoxy-n-octadecane 	61900
927699-30-7	perfluoro-2,4,6,8,10,13,15.17,19,21-decaoxy-n-docosane 	74600
928-98-3	1,5-pentanedithiol 	59300
929-06-6	1-amino-2-(2-hydroxyethoxy)ethane 	73600
929-59-9	1,2-bis(2-aminoethoxy)ethane 	58800
929-77-1	methyl docosanoate 	126100
929259-36-9	1-bromo-2-[2-(2-methoxyethoxy)ethoxy]benzene 	83100
929259-37-0	1-bromo-2-{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}benzene 	96100
93-09-4	2-naphthoic acid 	101100
93-58-3	methyl benzoate 	54300
93-60-7	methyl nicotinate 	61200
93-89-0	ethylbenzoate 	61100
930-21-2	2-azetidinone 	63200
930-28-9	cyclopentyl chloride 	38800
930-36-9	1-methylpyrazole 	48000
930-68-7	2-cyclohexen-1-one 	49500
930-89-2	(dl) cis 1-ethyl-2-methylcyclopentane 	40200
930-90-5	trans 1-ethyl-2-methylcyclopentane 	39300
931-20-4	1-methyl-2-piperidone 	60300
931-40-8	4-hydroxmethyl)-1,3-dioxolan-2-one 	86600
931-54-4	phenyl isocyanide 	46200
931-57-7	1-methoxycyclohexene 	43700
931-88-4	cyclooctene 	41600
931-94-2	1,1-dimethoxycyclopentane 	44500
933-40-4	1,1-dimethoxycyclohexane 	48600
933-98-2	1,2-dimethyl-3-ethylbenzene 	54900
934-00-9	3-methoxycatechol 	91700
934-53-2	cumyl chloride 	54700
934-74-7	1,3-dimethyl-5-ethylbenzene 	52400
934-80-5	1,2-dimethyl-4-ethylbenzene 	53900
934-98-5	1-(2-aminoethyl)-4-methylpiperazine 	64000
935-30-8	azacyclononan-2-one 	85300
935-67-1	(1-methoxy-1-methylethyl)-benzene 	52900
936-51-6	2-phenyl-1,3-dioxolane 	62600
93658-33-4	7-heptadecanol 	108200
93816-24-1	4,4-dipropylundecane 	78000
94-13-3	propyl 4-hydroxybenzoate 	89500
94-26-8	butyl 4-hydroxybenzoate 	95800
94-96-2	2-ethyl-1,3-hexanediol 	79500
941-60-6	1,1,4,6-tetramethylindane 	61400
946-38-3	ethyl cis- 2-phenylcyclopropanecarboxylate 	70700
947-05-7	dodecanolactone 	70500
95-13-6	indene 	50300
95-47-6	1,2-dimethylbenzene 	43400
95-49-8	2-chlorotoluene 	45300
95-50-1	1,2-dichlorobenzene 	49800
95-51-2	2-chloroaniline 	56800
95-53-4	o-toluidine 	59800
95-56-7	2-bromophenol 	55500
95-57-8	2-chlorophenol 	52300
95-63-6	1,2,4-trimethylbenzene 	47800
95-77-2	3,4-dichlorophenol 	70800
95-92-1	diethyl oxalate 	59900
95-94-3	1,2,4,5-tetrachlorobenzene 	60700
96-14-0	3-methylpentane 	30300
96-18-4	1,2,3-trichloropropane 	47800
96-22-0	3-pentanone 	38600
96-29-7	2-butanone oxime 	58400
96-34-4	methyl chloroacetate 	46700
96-35-5	methyl glycolate 	52500
96-37-7	methylcyclopentane 	31600
96-41-3	cyclopentanol 	56900
96-47-9	2-methyltetrahydrofuran 	33900
96-48-0	gamma-butyrolactone 	52400
96-49-1	ethylene carbonate 	62700
96-54-8	1-methylpyrrole 	40300
96-76-4	2,4-di-tert-butylphenol 	72400
965-40-2	dicyclohexyl succinate 	98000
97-53-0	4-allyl-2-methoxyphenol 	66300
97-62-1	ethyl isobutyrate 	39800
97-63-2	ethyl methacrylate 	38300
97-84-7	N,N,N’,N’-tetramethyl-1,3-butanediamine 	47900
97-85-8	isobutyl isobutyrate 	46500
97-95-0	2-ethyl-1-butanol 	60300
97142-71-7	1-heptyl-2-methylimidazole 	79400
98-01-1	2-furfuraldehyde 	50700
98-03-3	2-thiophenecarboxyaldehyde 	54900
98-06-6	tert-butylbenzene 	48000
98-08-8	(trifluoromethyl)benzene 	37100
98-19-1	1,3-dimethyl-5-tert-butylbenzene 	56600
98-27-1	4-tert-butyl-2-methylphenol 	72100
98-29-3	1,2-dihydroxy-4-tert-butylbenzene 	96500
98-51-1	1-tert-butyl-4-methylbenzene 	52200
98-54-4	4-tert-butylphenol 	67900
98-82-8	isopropylbenzene 	44900
98-83-9	alpha-methylstyrene 	48800
98-84-0	alpha-methyl benzylamine 	54900
98-85-1	alpha-methyl benzyl alcohol 	75200
98-86-2	acetophenone 	54900
98-95-3	nitrobenzene 	55200
99-02-5	3'-chloroacetophenone 	64000
99-54-7	3,4-dichloro-1-nitrobenzene 	65200
99-62-7	1,3-diisopropylbenzene 	56200
99-66-1	valproic acid 	74800
99-75-2	methyl p-toluate 	59800
99-76-3	4-hydroxybenzoic acid, methyl ester 	81300
99-82-1	1-isopropyl-4-methylcyclohexane 	43600
99-85-4	gamma-terpinene 	51400
99-87-6	4-isopropyltoluene 	49500
99-91-2	4'-chloroacetophenone 	63100
99142-11-7	(E) 5-hexadecenal 	88600
994-05-8	tert-amyl methyl ether 	35000
996-70-3	tetrakis(dimethylamino)ethylene 	53900
99857-52-0	4-methyl-2-bromophenyl isobutyl ether 	71000
999-90-6	S-tert-butyl thiolacetate 	42900
