CASRN	Name	Tm	Tb	rho	RI
106-27-4	Isopentyl butanoate		457.95	865.19	1.41102
106-28-5	2-trans,6-trans-Farnesol			888.2	1.48772
106-30-9	Ethyl heptanoate	206.95	461.15	881.72	1.41002
106-31-0	Butanoic anhydride	198.15	468.15	966.82	1.40702
106-32-1	Ethyl octanoate	228.45	479.15	866.18	1.41782
106-33-2	Ethyl laurate	271.35	549.15	861.82	1.43112
106-35-4	3-Heptanone	235.95	419.15	818.32	1.40572
106-36-5	Propyl propanoate	197.25	395.35	875.525	1.390925
106-37-6	p-Dibromobenzene	360.45	495.15	2261.17	1.5742
106-38-7	4-Bromotoluene	299.35	457.15	1395.935	1.54772
106-39-8	1-Bromo-4-chlorobenzene	337.93	470.15	1576.71	1.55317
106-40-1	4-Bromoaniline	351.35	493.15	1497.01	
106-41-2	4-Bromophenol	336.15	511.15	1840.15	
106-42-3	p-Xylene	286.45	411.45	856.525	1.492925
106-43-4	4-Chlorotoluene	280.55	434.95	1069.72	1.51502
106-44-5	p-Cresol	307.92	475.05	1018.54	1.53122
106-45-6	4-Methylbenzenethiol	316.15	472.15	1022.051	
106-46-7	p-Dichlorobenzene	326.25	447.05	1247.555	1.52852
106-47-8	4-Chloroaniline	343.55	504.15	1429.19	1.554687
106-48-9	4-Chlorophenol	316.25	492.15	1265.14	1.55794
106-49-0	4-Methylaniline	316.45	474.15	961.92	1.553445
106-50-3	1,4-Benzenediamine	413.45	540.15		
106-51-4	p-Benzoquinone	386.15		1318.2	
106-52-5	1-Methyl-4-piperidinol	302.15	473.15		1.47752
106-53-6	4-Bromobenzenethiol	346.15	503.65	1526.083	
106-54-7	4-Chlorobenzenethiol	334.15	479.15	1191.12	1.54802
106-57-0	2,5-Piperazinedione				
106-58-1	1,4-Dimethylpiperazine	272.15	402.95	860.02	1.44742
106-60-5	5-Amino-4-oxopentanoic acid	391.15			
106-61-6	Glycerol 1-acetate			1206.02	1.41572
106-63-8	Isobutyl acrylate	212.15	410.15	889.62	1.41502
106-65-0	Dimethyl succinate	291.75	470.15	1119.82	1.41972
106-68-3	3-Octanone		439.15	822.25	1.41502
106-69-4	1,2,6-Hexanetriol			1104.92	1.582
106-70-7	Methyl hexanoate	203.15	424.15	884.62	1.40492
106-71-8	2-Cyanoethyl acrylate			1062.2	
106-72-9	2,6-Dimethyl-5-heptenal				
106-73-0	Methyl heptanoate	217.45	442.85	881.52	1.41522
106-74-1	2-Ethoxyethyl acrylate	225.85	447.15	983.2	1.42742
106-75-2	Diethylene glycol, bischloroformate			1392	1.45422
106-79-6	Dimethyl sebacate	299.75	562.15	988.228	1.435528
106-86-5	3-Vinyl-7-oxabicyclo[4.1.0]heptane	173.15	442.15	958.12	1.47002
106-87-6	1,2-Epoxy-4-(epoxyethyl)cyclohexane	218.15	500.15	1096.62	1.47872
106-88-7	1,2-Epoxybutane	123.15	336.55	829.72	1.38512
106-90-1	2,3-Epoxypropyl acrylate			1110.92	1.44902
106-91-2	2,3-Epoxypropyl methacrylate		462.15	1042.2	1.44825
106-92-3	Allyl glycidyl ether		427.15	969.82	1.43322
106-93-4	1,2-Dibromoethane	282.95	404.45	2168.325	1.535625
106-94-5	1-Bromopropane	163.05	343.95	1353.72	1.43432
106-95-6	3-Bromopropene	153.85	343.25	1398.2	1.46972
106-96-7	3-Bromo-1-propyne		346.15	1579.19	1.49222
106-97-8	Butane	134.85	272.65		1.33262
106-98-9	1-Butene	87.82	266.85		1.39622
106-99-0	1,3-Butadiene	164.25	268.55		
10605-21-7	Carbendazim			1450	
1066-27-9	Ethynylsilane		250.65		
1066-35-9	Chlorodimethylsilane	162.15	307.85	852	1.38302
1066-45-1	Chlorotrimethylstannane	311.65	421.15		
1066-51-9	(Aminomethyl)phosphonic acid	582.15			
1067-08-9	3-Ethyl-3-methylpentane	182.35	391.35	727.42	1.40782
1067-14-7	Chlorotriethylplumbane				
1067-20-5	3,3-Diethylpentane	240.11	419.35	753.62	1.42062
1067-53-4	Tris(methoxyethoxy)vinylsilane				
1068-19-5	4,4-Dimethylheptane		407.15	722.12	1.40762
1068-57-1	Acetohydrazide	340.15			
1068-87-7	3-Ethyl-2,4-dimethylpentane	150.77	396.15	736.52	1.41312
1068-90-2	Diethyl 2-acetamidomalonate	369.45			
1069-53-0	2,3,5-Trimethylhexane	145.25	404.15	721.82	1.40512
107-00-6	1-Butyne	147.45	281.25	678.3	1.39622
107-02-8	Acrolein	185.35	325.45	840.2	1.40172
107-03-9	1-Propanethiol	160.03	340.85	841.12	1.43802
107-04-0	1-Bromo-2-chloroethane	256.45	379.15	1739.22	1.49082
107-05-1	3-Chloropropene	137.15	317.95	937.62	1.41572
107-06-2	1,2-Dichloroethane	237.55	356.55	1245.425	1.442225
107-07-3	2-Chloroethanol	205.15	399.15	1201.92	1.44192
107-08-4	1-Iodopropane	171.75	375.15	1748.92	1.50582
107-10-8	Propylamine	188.37	320.36	717.32	1.38702
107-11-9	Allylamine	184.95	327.15	758.2	1.42052
107-12-0	Propanenitrile	180.15	370.45	781.82	1.36552
107-13-1	Acrylonitrile	189.64	350.35	800.725	1.39112
107-14-2	Chloroacetonitrile		381.15	1193.02	1.420225
107-15-3	1,2-Ethanediamine	284.29	390.05	897.92	1.45652
107-16-4	Hydroxyacetonitrile	201.15			1.411719
107-18-6	Allyl alcohol	144.15	370.05	854.02	1.41352
107-19-7	Propargyl alcohol	221.35	386.15	947.82	1.43222
107-20-0	Chloroacetaldehyde	256.85	360.15	1190	
107-21-1	1,2-Ethanediol	260.15	470.65	1113.52	1.43182
107-22-2	Glyoxal	288.15	323.55	1142	1.38262
107-25-5	Methyl vinyl ether	151.15	279.15	772.5	1.373
107-29-9	Acetaldoxime	298.15	388.39	965.62	1.42642
107-30-2	Chloromethyl methyl ether	169.65	332.15	1063.1	1.3972
107-31-3	Methyl formate	173.45	304.75	971.32	1.34192
107-34-6	Propylarsonic acid	407.65			
107-35-7	Taurine	601.15			
107-37-9	Allyltrichlorosilane	308.15	391.15	1201.12	1.44602
107-39-1	2,4,4-Trimethyl-1-pentene	179.45	374.45	715.02	1.40862
107-40-4	2,4,4-Trimethyl-2-pentene	166.75	378.05	721.82	1.41602
107-41-5	2-Methyl-2,4-pentanediol	223.15	471.05	923.15	1.42762
107-43-7	Betaine				
107-44-8	Methylphosphonofluoridic acid, isopropyl ester	216.15	420.15	1102	
107-45-9	2,4,4-Trimethyl-2-pentanamine				
107-46-0	Hexamethyldisiloxane	204.95	373.65	763.82	1.37742
107-47-1	Di-tert-butyl sulfide	264.15	425.45	815.25	1.45062
107-49-3	Tetraethyl pyrophosphate			1184.72	1.41802
107-51-7	Octamethyltrisiloxane	193.15	425.65	820.02	1.38402
107-52-8	Tetradecamethylhexasiloxane	214.15	532.85	891.02	1.39482
107-53-9	Tetracosamethylundecasiloxane		595.95	924.725	1.39942
107-56-2	O,O-Diisopropyl phosphorodithioate			1092	
107-58-4	N-tert-Butyl-2-propenamide	401.15			
107-59-5	tert-Butyl chloroacetate		423.15		1.42602
107-66-4	Dibutyl phosphate			1062	
107-68-6	2-(Methylamino)ethanesulfonic acid	514.65			
107-70-0	4-Methoxy-4-methyl-2-pentanone		433.15	898.025	1.4182
107-72-2	Trichloropentylsilane		445.15	1133.02	1.45032
107-73-3	Choline chloride dihydrogen phosphate				
107-74-4	3,7-Dimethyl-1,7-octanediol		538.15	937.2	1.45992
107-75-5	7-Hydroxy-3,7-dimethyloctanal			922.02	1.44942
107-80-2	1,3-Dibromobutane		449.55	1800.2	1.5072
107-81-3	2-Bromopentane	177.65	390.15	1207.52	1.44132
107-82-4	1-Bromo-3-methylbutane	161.15	394.15	1207.12	1.44202
107-83-5	2-Methylpentane	119.55	333.36	650.25	1.37152
107-84-6	1-Chloro-3-methylbutane	168.75	372.15	875.02	1.40842
107-85-7	3-Methyl-1-butanamine		369.15	750.52	1.40832
107-86-8	3-Methyl-2-butenal		407.15	872.22	1.45282
107-87-9	2-Pentanone	196.32	375.35	809.2	1.38952
107-88-0	1,3-Butanediol	196.15	481.35	1005.32	1.44012
107-89-1	3-Hydroxybutanal			1103.2	1.42382
107-91-5	2-Cyanoacetamide	387.25			
107-92-6	Butanoic acid	268.03	436.85	952.825	1.39802
107-93-7	trans-2-Butenoic acid	344.45	457.85	960.477	1.424977
107-94-8	3-Chloropropanoic acid	314.15			
107-95-9	β-Alanine			1437.19	
107-96-0	3-Mercaptopropanoic acid	289.65		1218.21	1.4942
107-97-1	Sarcosine				
107-98-2	1-Methoxy-2-propanol		393.15	962.02	1.40342
1070-00-4	Trioctylaluminum	211.15		701	
1070-01-5	Tridecylamine		679.15		
1070-03-7	2-Ethylhexyl dihydrogen phosphate				
1070-19-5	tert-Butyl azidoformate				
1070-32-2	3-Methyl-1-heptanol	183.15	459.15	824.24	1.429525
1070-34-4	Ethyl hydrogen succinate	281.15		1146.62	1.43272
1070-70-8	1,4-Butanediol diacrylate			1105.25	
1070-71-9	Cyanoacetylene	278.15	334.15	816.717	1.386825
1070-78-6	1,1,1,3-Tetrachloropropane		432.15	1450.92	1.48252
1070-83-3	tert-Butylacetic acid	279.15	457.15	912.42	1.40962
1070-87-7	2,2,4,4-Tetramethylpentane	206.62	395.35	719.52	1.40692
1071-22-3	3-(Trichlorosilyl)propanenitrile				
1071-23-4	O-Phosphorylethanolamine	515.15			
1071-26-7	2,2-Dimethylheptane	160.1	406.15	710.52	1.40162
1071-73-4	5-Hydroxy-2-pentanone		482.15	1007.12	1.43902
1071-81-4	2,2,5,5-Tetramethylhexane	260.55	410.15	714.825	1.40552
1071-83-6	Glyphosate				
1071-93-8	Hexanedioic acid, dihydrazide	454.95			
1071-98-3	2-Butynedinitrile	293.15	349.65	970.825	1.464725
1072-05-5	2,6-Dimethylheptane	170.05	408.15	708.92	1.40112
1072-16-8	2,7-Dimethyloctane	219.15	433.15	720.225	1.40862
1072-21-5	Hexanedial	265.15		1003.19	1.43502
1072-43-1	Methylthiirane	182.15	345.65	941.2	1.4722
1072-47-5	4-Methyl-1,3-dioxolane		357.15	992	1.39802
1072-52-2	1-Aziridineethanol		441.15	1088.25	1.45602
1072-67-9	5-Methyl-3-isoxazolamine	335.15			
1072-71-5	1,3,4-Thiadiazolidine-2,5-dithione	441.15			
1072-83-9	1-(1H-Pyrrol-2-yl)ethanone	362.95	493.15		
1072-85-1	1-Bromo-2-fluorobenzene		427.15	1073.821	1.53372
1072-91-9	1,3,5-Trimethyl-1H-pyrazole	310.15	443.15	926.94	1.458957
1072-98-6	5-Chloro-2-pyridinamine	410.15			
1073-06-9	1-Bromo-3-fluorobenzene		423.15	1708.12	1.52572
1073-07-0	1,4-Cyclooctadiene	220.15	417.15	875.42	
1073-23-0	2,6-Dimethylpyridine-1-oxide	296.45		1073.25	1.57062
1073-67-2	4-Chlorostyrene	289.05	464.15	1086.82	1.56602
1073-72-9	4-(Methylthio)phenol	357.15			
1074-17-5	1-Methyl-2-propylbenzene	212.85	458.15	869.725	1.49962
1074-43-7	1-Methyl-3-propylbenzene	190.65	455.15	856.925	1.49352
1074-55-1	1-Methyl-4-propylbenzene	209.45	456.15	854.425	1.49222
1074-92-6	1-tert-Butyl-2-methylbenzene	222.85	473.15	889.72	1.50762
1075-38-3	1-tert-Butyl-3-methylbenzene	231.79	477.15	865.72	1.49442
107534-96-3	Tebuconazole	375.55			
1076-38-6	4-Hydroxy-2H-1-benzopyran-2-one	486.65			
1076-59-1	3-Phenyl-2-isoxazolin-5-one	424.15			
1077-16-3	Hexylbenzene	209.75	499.15	857.52	1.48642
1077-58-3	2-tert-Butylbenzoic acid	353.65			
1078-19-9	3,4-Dihydro-6-methoxy-1(2H)-naphthalenone	351.25			
1078-21-3	β-(Aminomethyl)benzenepropanoic acid				
1078-71-3	Heptylbenzene	225.15	515.15	856.72	1.48652
1079-21-6	[1,1'-Biphenyl]-2,5-diol	370.65			
1079-66-9	Diphenylphosphinous chloride		593.15	1229	1.63602
1079-71-6	1,2,3,4,5,6,7,8-Octahydroanthracene	345.37	580.15	970.38	1.53728
108-00-9	N,N-Dimethyl-1,2-ethanediamine		377.15	803.25	1.42602
108-01-0	N,N-Dimethylethanolamine	208.15	403.85	886.62	1.43002
108-03-2	1-Nitropropane	168.85	404.35	996.125	1.40182
108-05-4	Vinyl acetate	172.95	345.75	925.625	1.392625
108-08-7	2,4-Dimethylpentane	153.99	353.55	672.72	1.38152
108-10-1	4-Methyl-2-pentanone	188.15	388.85	796.525	1.39622
108-11-2	4-Methyl-2-pentanol	183.15	405.15	807.52	1.41002
108-12-3	3-Methylbutanoyl chloride		387.15	984.42	1.41492
108-13-4	Propanediamide	443.15			
108-16-7	1-(Dimethylamino)-2-propanol		397.65	837.25	1.41932
108-18-9	Diisopropylamine	212.15	357.15	715.32	1.39242
108-19-0	Imidodicarbonic diamide				
108-20-3	Diisopropyl ether	187.78	341.55	719.225	1.365825
108-21-4	Isopropyl acetate	199.75	361.75	866.225	1.374625
108-22-5	Isopropenyl acetate	180.25	370.55	909.02	1.40332
108-23-6	Isopropyl chloroformate		378.15		1.40132
108-24-7	Acetic anhydride	199.75	412.65	1082.2	1.39012
108-26-9	3-Methyl-2-pyrazolin-5-one	488.15			
108-27-0	5-Methyl-2-pyrrolidinone	316.15	521.15	1045.82	
108-28-1	5-Methylene-2(5H)-furanone				
108-30-5	Succinic anhydride	392.65	534.15	1220	
108-31-6	Maleic anhydride	325.71	475.15	1314.6	
108-32-7	Propylene carbonate	224.35	514.75	1204.72	1.41892
108-36-1	m-Dibromobenzene	266.25	487.15	1952.32	1.608317
108-37-2	1-Bromo-3-chlorobenzene	251.75	469.15	1630.22	1.57712
108-38-3	m-Xylene	225.3	412.25	859.825	1.494425
108-39-4	m-Cresol	285.35	475.35	1033.92	1.54012
108-40-7	3-Methylbenzenethiol	253.15	469.15	1044.2	1.5722
108-41-8	3-Chlorotoluene	225.35	435.25	1075.2	1.521419
108-42-9	3-Chloroaniline	262.85	503.15	1216.12	1.59412
108-43-0	3-Chlorophenol	305.65	483.15	1245.45	1.55654
108-44-1	3-Methylaniline	242.35	476.45	988.92	1.56812
108-45-2	1,3-Benzenediamine	338.65	555.15	1009.658	1.633958
108-46-3	Resorcinol	382.95	553.15	1278.2	1.57825
108-47-4	2,4-Dimethylpyridine	209.35	431.55	930.92	1.50102
108-48-5	2,6-Dimethylpyridine	267.03	417.15	922.62	1.49532
108-50-9	2,6-Dimethylpyrazine	320.65	428.75	964.75	
108-52-1	4-Methyl-2-pyrimidinamine	433.45			
108-55-4	Glutaric anhydride	329.45		1411.02	
108-56-5	Diethyl oxobutanedioate			1131.2	1.456117
108-57-6	m-Divinylbenzene	220.95		929.42	1.57602
108-59-8	Dimethyl malonate	211.15	454.25	1528.2	1.41352
108-60-1	2,2'-Dichlorodiisopropyl ether		457.15	1103.2	1.45052
108-64-5	Ethyl 3-methylbutanoate	173.85	408.15	865.62	1.39622
108-65-6	1,2-Propylene glycol monomethyl ether acetate		419.15		
108-67-8	1,3,5-Trimethylbenzene	228.46	437.85	861.525	1.49942
108-68-9	3,5-Xylenol	336.55	494.86	968.02	
108-69-0	3,5-Dimethylaniline	283.15	490.15	970.62	1.55812
108-70-3	1,3,5-Trichlorobenzene	335.95	482.15		
108-71-4	5-Methyl-1,3-benzenediamine		557.15		
108-73-6	1,3,5-Benzenetriol	489.15		1462.5	
108-75-8	2,4,6-Trimethylpyridine	228.85	443.15	916.622	1.495925
108-77-0	2,4,6-Trichloro-1,3,5-triazine	418.85	465.15		
108-78-1	1,3,5-Triazine-2,4,6-triamine	616.15		1573.16	1.8722
108-80-5	Cyanuric acid	603.15		1752.5	
108-82-7	2,6-Dimethyl-4-heptanol		466.15	811.42	1.42422
108-83-8	2,6-Dimethyl-4-heptanone	227.15	430.15	806.22	1.41221
108-84-9	sec-Hexyl acetate		420.65	880.525	1.39802
108-85-0	Bromocyclohexane	216.87	439.05	1335.92	1.49572
108-86-1	Bromobenzene	242.41	429.05	1495.02	1.55972
108-87-2	Methylcyclohexane	146.55	374.05	769.42	1.42312
108-88-3	Toluene	178.15	383.75	862.325	1.494125
108-89-4	4-Methylpyridine	276.83	418.45	954.82	1.50372
108-90-7	Chlorobenzene	227.95	404.75	1105.82	1.52412
108-91-8	Cyclohexylamine	255.45	406.75	819.12	1.462515
108-93-0	Cyclohexanol	299.15	434.05	962.42	1.46412
108-94-1	Cyclohexanone	245.22	428.55	947.82	1.45072
108-95-2	Phenol	314.04	454.95	1054.545	1.540841
108-97-4	4H-Pyran-4-one	305.65	485.65	1190.25	1.5238
108-98-5	Benzenethiol	258.28	442.25	1077.52	1.58932
108-99-6	3-Methylpyridine	255.05	417.25	956.62	1.50402
1080-16-6	cis-Azobenzene	344.75			
1080-32-6	Diethyl benzylphosphonate				1.49302
1081-34-1	2,2':5',2''-Terthiophene	366.15			
1081-75-0	1,3-Diphenylpropane	279.15	573.15	1007.2	1.57602
1081-77-2	Nonylbenzene	249.15	553.15	858.42	1.48162
1083-30-3	1,3-Diphenyl-1-propanone	345.65	633.15		
1083-56-3	1,4-Diphenylbutane	325.35	589.15	988.02	
1085-98-9	Dichlofluanid	378.45			
1086-80-2	7,8-Dimethylbenzo[g]pteridine-2,4(1H,3H)-dione	573.15			
1087-21-4	Diallyl isophthalate				
1088-11-5	Nordazepam	489.65			
109-00-2	3-Pyridinol	402.15			
109-01-3	1-Methylpiperazine		408.15		1.43782
109-02-4	4-Methylmorpholine	208.75	394.55	905.12	1.43322
109-04-6	2-Bromopyridine	233.05	466.15	1633.72	1.57342
109-06-8	2-Methylpyridine	206.5	402.55	944.32	1.49572
109-07-9	2-Methylpiperazine	335.15	426.15		
109-08-0	2-Methylpyrazine	244.15	402.15	1032	1.50422
109-09-1	2-Chloropyridine		443.15	1205.15	1.53202
109-12-6	2-Pyrimidinamine	400.65	468.15		
109-16-0	Triethylene glycol dimethacrylate			1092.2	1.459525
109-17-1	Tetraethylene glycol dimethacrylate				1.461025
109-19-3	Butyl 3-methylbutanoate				1.405825
109-21-7	Butyl butanoate	181.65	438.1	870.02	1.40752
109-43-3	Dibutyl sebacate	263.95	629.15	940.515	1.443315
109-46-6	N,N'-Dibutylthiourea	337.15			
109-49-9	5-Hexen-2-one		402.25	833.27	1.417827
109-52-4	Pentanoic acid	239.52	459.25	933.925	1.40852
109-53-5	Isobutyl vinyl ether	161.15	356.15	764.52	1.39662
109-55-7	N,N-Dimethyl-1,3-propanediamine		402.15	827.22	
109-56-8	2-(Isopropylamino)ethanol	401.65	442.15	897.02	1.43952
109-57-9	Allylthiourea	350.15		1217.2	1.593678
109-59-1	2-Isopropoxyethanol		414.75	903.02	1.40952
109-60-4	Propyl acetate	180.15	374.15	882.025	1.382825
109-61-5	Propyl chlorocarbonate		384.15	1090.12	1.40352
109-63-7	Boron trifluoride etherate	212.75	398.65	1125.25	1.3482
109-64-8	1,3-Dibromopropane	238.15	437.15	1970.125	1.520425
109-65-9	1-Bromobutane	160.65	374.55	1275.82	1.44012
109-66-0	Pentane	143.48	309.21	626.22	1.35752
109-67-1	1-Pentene	108.02	303.15	640.52	1.37152
109-69-3	1-Chlorobutane	150.05	351.55	885.72	1.40232
109-70-6	1-Bromo-3-chloropropane	214.35	416.15	1596.92	1.48642
109-73-9	Butylamine	224.15	350.15	741.42	1.40312
109-74-0	Butanenitrile	161.39	390.75	793.62	1.38422
109-75-1	3-Butenenitrile	186.15	390.15	834.12	1.40602
109-76-2	1,3-Propanediamine	262.25	412.35	884.25	1.46002
109-77-3	Malononitrile	304.98	492.15	1191.02	1.414634
109-78-4	3-Hydroxypropanenitrile	227.15	491.15	1040.425	1.42482
109-79-5	1-Butanethiol	157.49	371.55	841.62	1.44402
109-80-8	1,3-Propanedithiol	194.15	446.05	1077.22	1.53922
109-81-9	N-Methyl-1,2-ethanediamine		388.65	841.25	1.43952
109-82-0	(Methyleneamino)acetonitrile	402.15			
109-83-1	N-Methyl-2-ethanolamine		432.39	937.2	1.43852
109-84-2	2-Hydrazinoethanol	203.15	492.15	1119.25	
109-85-3	2-Methoxyethylamine		368.15		
109-86-4	2-Methoxyethanol	188.05	397.45	964.72	1.40242
109-87-5	Dimethoxymethane	168.04	315.45	859.32	1.35132
109-89-7	Diethylamine	223.15	328.55	705.62	1.38642
109-90-0	Ethyl isocyanate		329.15	903.12	1.38082
109-92-2	Ethyl vinyl ether	157.35	309.15	758.92	1.37672
109-93-3	Divinyl ether	172.15	301.15	773.2	1.39892
109-94-4	Ethyl formate	193.55	327.24	920.82	1.36092
109-95-5	Ethyl nitrite		290.65	899.15	1.34181
109-96-6	2,5-Dihydro-1H-pyrrole		363.15	909.72	1.46642
109-97-7	Pyrrole	249.76	402.89	969.82	1.50852
109-98-8	4,5-Dihydro-1H-pyrazole		417.15	1020.017	1.479617
109-99-9	Tetrahydrofuran	164.77	339.15	883.325	1.405025
1090-13-7	5,12-Naphthacenedione	567.15			
1093-58-9	4-Chloro-17-hydroxyandrost-4-en-3-one, (17β)	462.15			
1094-61-7	β-Nicotinamide mononucleotide				
1095-90-5	Methadone hydrochloride	508.15			
110-00-9	Furan	187.57	304.45	951.42	1.42142
110-01-0	Tetrahydrothiophene	177.02	394.25	998.72	1.487118
110-02-1	Thiophene	235.03	357.25	1064.92	1.52892
110-03-2	2,5-Dimethyl-2,5-hexanediol	364.15	506.15	898.2	
110-04-3	1,2-Ethanedisulfonic acid	446.15			
110-05-4	Di-tert-butyl peroxide	233.15	383.15	704.2	1.38902
110-06-5	Di-tert-butyl disulfide	270.65		922.62	1.48992
110-12-3	5-Methyl-2-hexanone		412.15	888.2	1.40622
110-13-4	2,5-Hexanedione	267.65	467.15	737.02	1.42322
110-14-5	Succinamide	536.15	705.15		
110-15-6	Succinic acid	458.15	507.15	1572.25	1.45
110-16-7	Maleic acid	416.65		1590.2	
110-17-8	Fumaric acid	395.15		1635.2	
110-18-9	N,N,N',N'-Tetramethyl-1,2-ethanediamine	215.15	394.15	772.5	1.41792
110-19-0	Isobutyl acetate	176.05	390.05	871.22	1.39022
110-21-4	1,2-Hydrazinedicarboxamide	521.15		1604.17	
110-22-5	Diacetylperoxide	303.15			
110-27-0	Isopropyl tetradecanoate			853.22	1.432525
110-30-5	N,N'-Ethylene distearylamide	422.15			
110-33-8	Dihexyl hexanedioate	264.15	617.15	941.2	
110-38-3	Ethyl decanoate	253.15	515.15	865.02	1.42562
110-39-4	Octyl butanoate	217.55	512.15	862.92	1.426715
110-40-7	Diethyl sebacate	275.65	578.15	964.62	1.43062
110-41-8	2-Methylundecanal			832.15	1.43212
110-42-9	Methyl decanoate	260.35	506.15	873.02	1.42592
110-43-0	2-Heptanone	238.45	424.15	811.12	1.40882
110-44-1	2,4-Hexadienoic acid	407.65		1204.19	
110-45-2	Isopentyl formate	179.65	397.15	877.2	1.39672
110-46-3	Isopentyl nitrite		372.15	882.82	1.39182
110-47-4	3-Isopropoxypropanenitrile				
110-49-6	2-Methoxyethyl acetate	203.15	415.15	1007.419	1.40022
110-51-0	Trihydro(pyridine)boron	283.65		920.2	1.528025
110-52-1	1,4-Dibromobutane	252.05	470.15	1819.925	1.516725
110-53-2	1-Bromopentane	185.15	399.15	1218.22	1.44472
110-54-3	Hexane	177.88	341.87	660.625	1.372725
110-56-5	1,4-Dichlorobutane	234.45	428.15	1133.125	1.452225
110-57-6	trans-1,4-Dichloro-2-butene	276.15	428.55	1183.25	1.487125
110-58-7	Pentylamine	222.15	377.85	754.42	1.4482
110-59-8	Pentanenitrile	176.95	413.15	800.82	1.39712
110-60-1	1,4-Butanediamine	295.05	429.15	877.25	1.49692
110-61-2	Succinonitrile	331.135	539.15	986.76	1.41736
110-62-3	Pentanal	191.65	376.15	809.52	1.39442
110-63-4	1,4-Butanediol	293.58	502.65	1017.12	1.44602
110-65-6	2-Butyne-1,4-diol	330.15	511.15		1.48042
110-66-7	1-Pentanethiol	197.46	399.75	850.2	1.44692
110-67-8	3-Methoxypropanenitrile		438.55	937.92	1.40432
110-68-9	Butylmethylamine		364.15	763.715	
110-69-0	Butanal oxime	243.65	425.15	923.2	
110-70-3	N,N'-Dimethyl-1,2-ethanediamine		393.15	828.15	
110-71-4	1,2-Dimethoxyethane	204.15	358.15	863.725	1.377025
110-72-5	N-Ethyl-1,2-ethanediamine		402.15	837.25	1.43852
110-73-6	2-(Ethylamino)ethanol		451.15	914.2	1.4442
110-74-7	Propyl formate	180.25	353.75	907.32	1.3772
110-75-8	2-Chloroethyl vinyl ether	203.15	381.15	1049.52	1.43782
110-76-9	2-Ethoxyethanamine		381.15	851.22	1.41012
110-77-0	2-(Ethylthio)ethanol	173.15	448.15	1016.62	1.48672
110-78-1	Propyl isocyanate		358.55	908.25	1.39702
110-80-5	2-Ethoxyethanol	203.15	407.85	925.325	1.405425
110-81-6	Diethyl disulfide	171.65	427.15	993.12	1.50732
110-82-7	Cyclohexane	279.85	353.85	773.925	1.423525
110-83-8	Cyclohexene	169.65	356.05	811.02	1.44652
110-85-0	Piperazine	384.15	421.78		1.446113
110-86-1	Pyridine	231.52	388.35	981.92	1.50952
110-87-2	3,4-Dihydro-2H-pyran		358.65	921.19	1.440219
110-88-3	1,3,5-Trioxane	333.15	389.15	1176.5	
110-89-4	Piperidine	262.1	379.34	860.62	1.45302
110-91-8	Morpholine	268.35	401.35	1000.52	1.45482
110-93-0	6-Methyl-5-hepten-2-one	446.65		854.616	1.44452
110-94-1	Pentanedioic acid	371.05	546.15	1429.15	1.4188106
110-95-2	N,N,N',N'-Tetramethyl-1,3-propanediamine		417.15	783.718	
110-96-3	Diisobutylamine	199.65	412.75		1.40902
110-97-4	Diisopropanolamine	317.65	523.15	989.2	
110-99-6	Diglycolic acid	421.15	542.15		
11024-24-1	Digitonin	510.65			
11034-77-8	Anacardic acid	308.65			
111-01-3	2,6,10,15,19,23-Hexamethyltetracosane	235.15	693.15	811.515	1.453015
111-02-4	Squalene	268.35	694.45	858.42	1.49902
111-03-5	Glycerol 1-oleate	308.15		942.02	1.46262
111-06-8	Butyl palmitate	289.15			1.43125
111-11-5	Methyl octanoate	236.25	467.25	877.52	1.41702
111-12-6	Methyl 2-octynoate		490.15	926.2	1.44642
111-13-7	2-Octanone	252.84	446.15	820.2	1.41512
111-14-8	Heptanoic acid	265.98	495.15	912.425	1.41702
111-15-9	2-Ethoxyethyl acetate	211.45	429.75	974.02	1.40542
111-16-0	Heptanedioic acid	377.55	615.15	1329.15	
111-17-1	3,3'-Thiodipropionic acid	402.15			
111-18-2	N,N,N',N'-Tetramethyl-1,6-hexanediamine		482.65	806.25	1.43592
111-19-3	Decanedioyl dichloride	271.85		1121.22	1.468418
111-20-6	Decanedioic acid	404.15	647.15	1270.52	1.422133
111-21-7	Triethylene glycol diacetate	223.15	550.15	1115.32	
111-22-8	Triethylene glycol dinitrate				
111-24-0	1,5-Dibromopentane	233.15	495.45	1692.825	1.510225
111-25-1	1-Bromohexane	188.25	429.15	1174.42	1.44782
111-26-2	Hexylamine	252.15	405.15	766.02	1.41802
111-27-3	1-Hexanol	226.75	430.05	813.62	1.41782
111-28-4	2,4-Hexadien-1-ol	302.15		896.723	1.49812
111-29-5	1,5-Pentanediol	253.15	514.15	991.42	1.44942
111-30-8	Pentanedial	259.15	449.15		1.433025
111-31-9	1-Hexanethiol	192.63	425.85	842.42	1.44962
